time,3m_treasury,ust3_dreturn,btc_alloc%,eth_alloc%,ust3_alloc%,btc_alloc_usd,eth_alloc_usd,ust3_alloc_usd,portfolio_return,portfolio_volatility,daily_sharpe,btcusd_dreturn,ethusd_dreturn,portfolio_balance_50_50
2020-09-30,0.11,2.241832101712582e-05,0.3,0.3,0.4,500000,500000,0,0.008890174998608913,,,0.015506709110430394,0.014097316456909814,1000000
2020-10-01,0.1,2.241906552669093e-05,0.4983377876279252,0.5016622123720749,0.0,496925,500240,0,-0.0028337697783603066,,,-0.00614857089395493,0.0004810313372343167,997165
2020-10-02,0.1,2.241906552669093e-05,0.49948862444049197,0.500511375559508,0.0,490331,491335,0,-0.015541788177441174,,,-0.01326774280517451,-0.01780076386233964,981666
2020-10-03,0.1,2.241906552669093e-05,0.5033948104138479,0.496605189586152,0.0,487779,481200,0,-0.012922881735589505,,,-0.005203363332700772,-0.0206266259793475,968979
2020-10-04,0.1,2.241906552669093e-05,0.5027208698518115,0.4972791301481885,0.0,486578,481311,0,-0.0011241179574176966,,,-0.0024609276287838044,0.00023096866911864744,967889
2020-10-05,0.1,2.241906552669093e-05,0.5010146488012489,0.4989853511987511,0.0,492300,490306,0,0.015206533549521686,,,0.01176150553803379,0.01868926060079157,982606
2020-10-06,0.1,2.241906552669093e-05,0.5028656784598607,0.4971343215401392,0.0,497570,491899,0,0.006986127673791269,,,0.010706756170835385,0.0032503679459991996,989469
2020-10-07,0.1,2.241906552669093e-05,0.5080372364614979,0.4919627635385021,0.0,489312,473830,0,-0.02660624039238531,,,-0.016596425731634667,-0.036731456098759385,963142
2020-10-08,0.1,2.241906552669093e-05,0.5088884408393691,0.49111155916063093,0.0,492174,474981,0,0.004168000380686734,,,0.005850788840734422,0.002430228211421692,967155
2020-10-09,0.1,2.241906552669093e-05,0.5077801385606592,0.4922198614393408,0.0,502354,486960,0,0.022912565683727695,0.047458716897920125,0.48231701390991805,0.020683849671283117,0.02522195505868985,989314
2020-10-10,0.1,2.241906552669093e-05,0.5010735017361572,0.4989264982638429,0.0,510408,508221,0,0.02963239856761094,0.0556447733852579,0.5321250802313249,0.016033720811665653,0.04366096388182594,1018629
2020-10-11,0.1,2.241906552669093e-05,0.5025813917798911,0.4974186082201089,0.0,520709,515360,0,0.017122188912796134,0.05727797295173185,0.2985400663825764,0.02018299393243317,0.014048212496113432,1036069
2020-10-12,0.1,2.241906552669093e-05,0.5018931462369416,0.4981068537630584,0.0,524919,520959,0,0.009468807121721289,0.05311412625619426,0.17785076630330418,0.008086882162986475,0.010865075290259485,1045878
2020-10-13,0.1,2.241906552669093e-05,0.4971253343041573,0.5028746656958427,0.0,532548,538707,0,0.02426442151183729,0.05099238497923294,0.4754043658907766,0.014534327180206974,0.03406847785113665,1071255
2020-10-14,0.1,2.241906552669093e-05,0.49853742960227354,0.5014625703977265,0.0,527146,530239,0,-0.012946213443370946,0.05511411294044217,-0.2353051118306467,-0.010142627803337856,-0.015717745882021905,1057385
2020-10-15,0.1,2.241906552669093e-05,0.5000322245558698,0.4999677754441302,0.0,527582,527514,0,-0.002163559144533383,0.05568228849425653,-0.039258052590377124,0.0008285319370324729,-0.005138196704733811,1055096
2020-10-16,0.1,2.241906552669093e-05,0.502696656903726,0.49730334309627394,0.0,530350,524660,0,-8.077413742355044e-05,0.056170578126133824,-0.0018371397694806684,0.005247884046185147,-0.005410119219875664,1055010
2020-10-17,0.1,2.241906552669093e-05,0.506342774531164,0.4936572254688359,0.0,522207,509124,0,-0.022443344760896274,0.05353025241659626,-0.41968350254701564,-0.015352607990090084,-0.029610981413961235,1031331
2020-10-18,0.1,2.241906552669093e-05,0.5055621653203958,0.4944378346796042,0.0,524362,512824,0,0.00567742700778699,0.05346296795505023,0.10577429870737498,0.004127214574262794,0.0072674753737516085,1037186
2020-10-19,0.1,2.241906552669093e-05,0.5021135874561307,0.49788641254386934,0.0,530363,525898,0,0.018392236850505863,0.052156766058017494,0.35220392622781066,0.011445360901036317,0.02549541019382784,1056261
2020-10-20,0.1,2.241906552669093e-05,0.5065753022770401,0.49342469772296,0.0,542184,528109,0,0.013286413190048089,0.04641374829388884,0.2857772666955198,0.022290285125287745,0.0042060962251813105,1070293
